Instruction,Stimulus,Key,RT,START,END,Phase,Block,TrialN,NbackLevel,ISI,LetterN,Letter,Letter_isSame,Letter_Resp,Letter_RT,Letter_Accuracy,Letter_Timeout,Trial_A_measure,Trial_HR,Trial_FAR,Trial_CDR,Trial_MSR,Trial_ACC,Trial_RT,Trial_HitsCount,Trial_FAsCount,Trial_SameNoRespCount,Trial_DiffNoRespCount,Trial_NoRespCount,Trial_CDsCount,Trial_CorrectRespCount,Trial_SameLetterCount,Trial_DiffLetterCount,Trial_InvalidLetterCount,TrialCountCali,CaliEnd_A_measure,ISI_calibrated,Run,TrialIndex,TrialNumber_total,TrialNumber_valid,CueLearning,TrialDemandLearning,CueMapping,OnlineRating,OnlineRatingRT,OnlineRatingTimeOut,CueSTART,RatingSTART,OfflineRatingTimePoint,OfflineRatingQuesIndex,CueFigure,TrialDemand,OfflineRating,OfflineRatingRT,CueStart,OfflineRatingStart,PhaseType,CueLeft,CueDemandLeft,CueRight,CueDemandRight,Choice,ChoiceDemand,TaskDemand,ChoiceRT,ChoiceTimeOut,ChoiceSTART,CueCheck,CueDemandCheck,CorrectAnswer,Answer,AnswerDemand,AnswerRT,AnswerACC,AnswerTimeOut,CheckSTART,DemandRatingQuesIndex,QuesTLX,DemandLevel,DemandRating,DemandRatingRT,QuesStart,PID,SONA,Age,Gender,Run,TIME,EXPERIMENTER,frameRate,
1,./instructions/inst_begin/Slide2.png,right,35.04733542900067,0.11635339799977373,35.16368882700044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,156442,19,Female,1,2024/02/15_16:42:54,JV,None,
2,./instructions/inst_begin/Slide3.png,right,5.403420711001672,35.19212705699829,40.59554776799996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,156442,19,Female,1,2024/02/15_16:42:54,JV,None,
3,./instructions/inst_begin/Slide4.png,right,1.3710207600015565,40.62454333699861,41.99556409700017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,156442,19,Female,1,2024/02/15_16:42:54,JV,None,
1,./instructions/inst_prac_2/Slide6.png,right,9.222391759001766,42.02904479299832,51.25143655200009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,156442,19,Female,1,2024/02/15_16:42:54,JV,None,
2,./instructions/inst_prac_2/Slide7.png,right,0.8511182820002432,51.280394450997846,52.13151273299809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,156442,19,Female,1,2024/02/15_16:42:54,JV,None,
3,./instructions/inst_prac_2/Slide8.png,right,1.0493300310008635,52.154295829997864,53.20362586099873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,156442,19,Female,1,2024/02/15_16:42:54,JV,None,
4,./instructions/inst_prac_2/Slide9.png,right,0.7314415690016176,53.232106741997995,53.96354831099961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,156442,19,Female,1,2024/02/15_16:42:54,JV,None,
5,./instructions/inst_prac_2/Slide10.png,right,0.48564514700046857,53.98985099999845,54.47549614699892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,156442,19,Female,1,2024/02/15_16:42:54,JV,None,
6,./instructions/inst_prac_2/Slide11.png,right,0.7476281679992098,54.50400130300113,55.25162947100034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,156442,19,Female,1,2024/02/15_16:42:54,JV,None,
7,./instructions/inst_prac_2/Slide12.png,right,0.683253749000869,55.28027422299783,55.9635279719987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,156442,19,Female,1,2024/02/15_16:42:54,JV,None,
