Instruction,Stimulus,Key,RT,START,END,Phase,Block,TrialN,NbackLevel,ISI,LetterN,Letter,Letter_isSame,Letter_Resp,Letter_RT,Letter_Accuracy,Letter_Timeout,Trial_A_measure,Trial_HR,Trial_FAR,Trial_CDR,Trial_MSR,Trial_ACC,Trial_RT,Trial_HitsCount,Trial_FAsCount,Trial_SameNoRespCount,Trial_DiffNoRespCount,Trial_NoRespCount,Trial_CDsCount,Trial_CorrectRespCount,Trial_SameLetterCount,Trial_DiffLetterCount,Trial_InvalidLetterCount,TrialCountCali,CaliEnd_A_measure,ISI_calibrated,Run,TrialIndex,TrialNumber_total,TrialNumber_valid,CueLearning,TrialDemandLearning,CueMapping,OnlineRating,OnlineRatingRT,OnlineRatingTimeOut,CueSTART,RatingSTART,OfflineRatingTimePoint,OfflineRatingQuesIndex,CueFigure,TrialDemand,OfflineRating,OfflineRatingRT,CueStart,OfflineRatingStart,PhaseType,CueLeft,CueDemandLeft,CueRight,CueDemandRight,Choice,ChoiceDemand,TaskDemand,ChoiceRT,ChoiceTimeOut,ChoiceSTART,CueCheck,CueDemandCheck,CorrectAnswer,Answer,AnswerDemand,AnswerRT,AnswerACC,AnswerTimeOut,CheckSTART,DemandRatingQuesIndex,QuesTLX,DemandLevel,DemandRating,DemandRatingRT,QuesStart,PID,SONA,Age,Gender,Run,TIME,EXPERIMENTER,frameRate,
1,./instructions/inst_begin/Slide2.png,right,16.199895135010593,0.11034967898740433,16.310244813997997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,146191,21,Female,1,2024/02/20_14:39:49,YZ,None,
2,./instructions/inst_begin/Slide3.png,right,6.018719707004493,16.33932913398894,22.358048840993433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,146191,21,Female,1,2024/02/20_14:39:49,YZ,None,
3,./instructions/inst_begin/Slide4.png,right,4.466477810012293,22.38751999598753,26.853997805999825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,146191,21,Female,1,2024/02/20_14:39:49,YZ,None,
1,./instructions/inst_prac_2/Slide6.png,right,23.1063521449978,26.883602809990407,49.98995495498821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,146191,21,Female,1,2024/02/20_14:39:49,YZ,None,
2,./instructions/inst_prac_2/Slide7.png,right,24.117649762003566,50.01661731398781,74.13426707599137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,146191,21,Female,1,2024/02/20_14:39:49,YZ,None,
3,./instructions/inst_prac_2/Slide8.png,right,7.859389842997189,74.16275095299352,82.02214079599071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,146191,21,Female,1,2024/02/20_14:39:49,YZ,None,
4,./instructions/inst_prac_2/Slide9.png,right,4.307004176007467,82.05115705699427,86.35816123300174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,146191,21,Female,1,2024/02/20_14:39:49,YZ,None,
5,./instructions/inst_prac_2/Slide10.png,right,1.011158430002979,86.38674824799818,87.39790667800116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,146191,21,Female,1,2024/02/20_14:39:49,YZ,None,
6,./instructions/inst_prac_2/Slide11.png,right,0.7483886809932301,87.42562219400133,88.17401087499456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,146191,21,Female,1,2024/02/20_14:39:49,YZ,None,
7,./instructions/inst_prac_2/Slide12.png,right,0.9872549049905501,88.20262018199719,89.18987508698774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,146191,21,Female,1,2024/02/20_14:39:49,YZ,None,
