Instruction,Stimulus,Key,RT,START,END,Phase,Block,TrialN,NbackLevel,ISI,LetterN,Letter,Letter_isSame,Letter_Resp,Letter_RT,Letter_Accuracy,Letter_Timeout,Trial_A_measure,Trial_HR,Trial_FAR,Trial_CDR,Trial_MSR,Trial_ACC,Trial_RT,Trial_HitsCount,Trial_FAsCount,Trial_SameNoRespCount,Trial_DiffNoRespCount,Trial_NoRespCount,Trial_CDsCount,Trial_CorrectRespCount,Trial_SameLetterCount,Trial_DiffLetterCount,Trial_InvalidLetterCount,TrialCountCali,CaliEnd_A_measure,ISI_calibrated,Run,TrialIndex,TrialNumber_total,TrialNumber_valid,CueLearning,TrialDemandLearning,CueMapping,OnlineRating,OnlineRatingRT,OnlineRatingTimeOut,CueSTART,RatingSTART,OfflineRatingTimePoint,OfflineRatingQuesIndex,CueFigure,TrialDemand,OfflineRating,OfflineRatingRT,CueStart,OfflineRatingStart,PhaseType,CueLeft,CueDemandLeft,CueRight,CueDemandRight,Choice,ChoiceDemand,TaskDemand,ChoiceRT,ChoiceTimeOut,ChoiceSTART,CueCheck,CueDemandCheck,CorrectAnswer,Answer,AnswerDemand,AnswerRT,AnswerACC,AnswerTimeOut,CheckSTART,DemandRatingQuesIndex,QuesTLX,DemandLevel,DemandRating,DemandRatingRT,QuesStart,PID,SONA,Age,Gender,Run,TIME,EXPERIMENTER,frameRate,
-1,./instructions/inst_begin/Slide2.png,left,27.74785615998553,0.1251748270005919,27.873030986986123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,145813,22,Female,1,2024/03/18_14:53:49,YZ,None,
0,./instructions/inst_begin/Slide4.png,right,7.724783326004399,27.90003574397997,35.62481906998437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,145813,22,Female,1,2024/03/18_14:53:49,YZ,None,
1,./instructions/inst_begin/Slide2.png,right,4.570899750979152,35.65386932800175,40.2247690789809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,145813,22,Female,1,2024/03/18_14:53:49,YZ,None,
2,./instructions/inst_begin/Slide3.png,right,8.818845831992803,40.25399285799358,49.07283868998638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,145813,22,Female,1,2024/03/18_14:53:49,YZ,None,
3,./instructions/inst_begin/Slide4.png,right,6.470030118012801,49.09875877798186,55.56878889599466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,145813,22,Female,1,2024/03/18_14:53:49,YZ,None,
1,./instructions/inst_prac_2/Slide6.png,right,11.91855376699823,55.60227104500518,67.52082481200341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,145813,22,Female,1,2024/03/18_14:53:49,YZ,None,
2,./instructions/inst_prac_2/Slide7.png,right,16.098822257015854,67.55007536397898,83.64889762099483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,145813,22,Female,1,2024/03/18_14:53:49,YZ,None,
3,./instructions/inst_prac_2/Slide8.png,right,10.902147684013471,83.67472947799251,94.57687716200599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,145813,22,Female,1,2024/03/18_14:53:49,YZ,None,
4,./instructions/inst_prac_2/Slide9.png,right,4.394359291007277,94.60646173599525,99.00082102700253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,145813,22,Female,1,2024/03/18_14:53:49,YZ,None,
5,./instructions/inst_prac_2/Slide10.png,right,1.77125411000452,99.02937295800075,100.80062706800527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,145813,22,Female,1,2024/03/18_14:53:49,YZ,None,
6,./instructions/inst_prac_2/Slide11.png,right,1.5077254979987629,100.82914624200203,102.33687174000079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,145813,22,Female,1,2024/03/18_14:53:49,YZ,None,
7,./instructions/inst_prac_2/Slide12.png,right,0.7793295200099237,102.36536185699515,103.14469137700507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,145813,22,Female,1,2024/03/18_14:53:49,YZ,None,
8,./instructions/inst_prac_2/Slide13.png,right,0.7096736270177644,103.17115277898847,103.88082640600624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,145813,22,Female,1,2024/03/18_14:53:49,YZ,None,
9,./instructions/inst_prac_2/Slide14.png,right,10.306841015990358,103.90995987699716,114.21680089298752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,145813,22,Female,1,2024/03/18_14:53:49,YZ,None,
10,./instructions/inst_prac_2/Slide15.png,right,8.84361852298025,114.24522965500364,123.08884817798389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,145813,22,Female,1,2024/03/18_14:53:49,YZ,None,
,,,,,,practice,0,22,2,2583,1,J,0,right,4.097794030007208,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,145813,22,Female,1,2024/03/18_14:53:49,YZ,None,
,,,,,,practice,0,22,2,2583,2,Q,0,right,1.2532768759992905,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,145813,22,Female,1,2024/03/18_14:53:49,YZ,None,
,,,,,,practice,0,22,2,2583,3,J,1,left,2.9521822609822266,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,145813,22,Female,1,2024/03/18_14:53:49,YZ,None,
,,,,,,practice,0,22,2,2583,4,X,0,right,1.7168246789951809,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,145813,22,Female,1,2024/03/18_14:53:49,YZ,None,
,,,,,,practice,0,22,2,2583,5,C,0,right,3.137374098005239,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,145813,22,Female,1,2024/03/18_14:53:49,YZ,None,
