Instruction,Stimulus,Key,RT,START,END,Phase,Block,TrialN,NbackLevel,ISI,LetterN,Letter,Letter_isSame,Letter_Resp,Letter_RT,Letter_Accuracy,Letter_Timeout,Trial_A_measure,Trial_HR,Trial_FAR,Trial_CDR,Trial_MSR,Trial_ACC,Trial_RT,Trial_HitsCount,Trial_FAsCount,Trial_SameNoRespCount,Trial_DiffNoRespCount,Trial_NoRespCount,Trial_CDsCount,Trial_CorrectRespCount,Trial_SameLetterCount,Trial_DiffLetterCount,Trial_InvalidLetterCount,TrialCountCali,CaliEnd_A_measure,ISI_calibrated,Run,TrialIndex,TrialNumber_total,TrialNumber_valid,CueLearning,TrialDemandLearning,CueMapping,OnlineRating,OnlineRatingRT,OnlineRatingTimeOut,CueSTART,RatingSTART,OfflineRatingTimePoint,OfflineRatingQuesIndex,CueFigure,TrialDemand,OfflineRating,OfflineRatingRT,CueStart,OfflineRatingStart,PhaseType,CueLeft,CueDemandLeft,CueRight,CueDemandRight,Choice,ChoiceDemand,TaskDemand,ChoiceRT,ChoiceTimeOut,ChoiceSTART,CueCheck,CueDemandCheck,CorrectAnswer,Answer,AnswerDemand,AnswerRT,AnswerACC,AnswerTimeOut,CheckSTART,DemandRatingQuesIndex,QuesTLX,DemandLevel,DemandRating,DemandRatingRT,QuesStart,PID,SONA,Age,Gender,Run,TIME,EXPERIMENTER,frameRate,
-1,./instructions/inst_begin/Slide2.png,left,26.150347994000185,0.10673253200002364,26.25708052600021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,157324,19,Female,1,2024/03/26_11:58:35,YZ,None,
0,./instructions/inst_begin/Slide4.png,right,11.850297201001013,26.28656802399928,38.13686522500029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,157324,19,Female,1,2024/03/26_11:58:35,YZ,None,
1,./instructions/inst_begin/Slide2.png,right,4.7394926449997,38.165519894999306,42.90501253999901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,157324,19,Female,1,2024/03/26_11:58:35,YZ,None,
2,./instructions/inst_begin/Slide3.png,right,12.859622538999247,42.93336218500008,55.792984723999325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,157324,19,Female,1,2024/03/26_11:58:35,YZ,None,
3,./instructions/inst_begin/Slide4.png,right,6.757727809001153,55.81912607999948,62.57685388900063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,157324,19,Female,1,2024/03/26_11:58:35,YZ,None,
1,./instructions/inst_prac_2/Slide6.png,right,20.505658570999003,62.60745855700043,83.11311712799943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,157324,19,Female,1,2024/03/26_11:58:35,YZ,None,
2,./instructions/inst_prac_2/Slide7.png,right,22.32547180199981,83.13945969499946,105.46493149699927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,157324,19,Female,1,2024/03/26_11:58:35,YZ,None,
3,./instructions/inst_prac_2/Slide8.png,right,17.651397060999443,105.49357297899951,123.14497003999895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,157324,19,Female,1,2024/03/26_11:58:35,YZ,None,
4,./instructions/inst_prac_2/Slide9.png,right,5.803401831999508,123.173652898,128.9770547299995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,157324,19,Female,1,2024/03/26_11:58:35,YZ,None,
5,./instructions/inst_prac_2/Slide10.png,right,2.9166126680011075,129.0043230329993,131.92093570100042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,157324,19,Female,1,2024/03/26_11:58:35,YZ,None,
6,./instructions/inst_prac_2/Slide11.png,right,3.203876894000132,131.9490270440001,135.15290393800024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,157324,19,Female,1,2024/03/26_11:58:35,YZ,None,
