Instruction,Stimulus,Key,RT,START,END,Phase,Block,TrialN,NbackLevel,ISI,LetterN,Letter,Letter_isSame,Letter_Resp,Letter_RT,Letter_Accuracy,Letter_Timeout,Trial_A_measure,Trial_HR,Trial_FAR,Trial_CDR,Trial_MSR,Trial_ACC,Trial_RT,Trial_HitsCount,Trial_FAsCount,Trial_SameNoRespCount,Trial_DiffNoRespCount,Trial_NoRespCount,Trial_CDsCount,Trial_CorrectRespCount,Trial_SameLetterCount,Trial_DiffLetterCount,Trial_InvalidLetterCount,TrialCountCali,CaliEnd_A_measure,ISI_calibrated,Run,TrialIndex,TrialNumber_total,TrialNumber_valid,CueLearning,TrialDemandLearning,CueMapping,OnlineRating,OnlineRatingRT,OnlineRatingTimeOut,CueSTART,RatingSTART,OfflineRatingTimePoint,OfflineRatingQuesIndex,CueFigure,TrialDemand,OfflineRating,OfflineRatingRT,CueStart,OfflineRatingStart,PhaseType,CueLeft,CueDemandLeft,CueRight,CueDemandRight,Choice,ChoiceDemand,TaskDemand,ChoiceRT,ChoiceTimeOut,ChoiceSTART,CueCheck,CueDemandCheck,CorrectAnswer,Answer,AnswerDemand,AnswerRT,AnswerACC,AnswerTimeOut,CheckSTART,DemandRatingQuesIndex,QuesTLX,DemandLevel,DemandRating,DemandRatingRT,QuesStart,PID,SONA,Age,Gender,Run,TIME,EXPERIMENTER,frameRate,
1,./instructions/inst_begin/Slide2.png,right,14.444548705003399,0.1469463069952326,14.591495011998632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,150490,22,Female,1,2024/03/27_08:53:30,SD,50.251550720340305,
2,./instructions/inst_begin/Slide3.png,right,11.914525389998744,14.62902408199443,26.543549471993174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,150490,22,Female,1,2024/03/27_08:53:30,SD,50.251550720340305,
3,./instructions/inst_begin/Slide4.png,right,8.955017628999485,26.588662406000367,35.54368003499985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,150490,22,Female,1,2024/03/27_08:53:30,SD,50.251550720340305,
1,./instructions/inst_prac_2/Slide6.png,right,14.433514521006146,35.61409517199354,50.047609692999686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,150490,22,Female,1,2024/03/27_08:53:30,SD,50.251550720340305,
2,./instructions/inst_prac_2/Slide7.png,right,16.046335505998286,50.08119234899641,66.1275278549947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,150490,22,Female,1,2024/03/27_08:53:30,SD,50.251550720340305,
3,./instructions/inst_prac_2/Slide8.png,right,15.270736955993925,66.16081159299938,81.4315485489933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,150490,22,Female,1,2024/03/27_08:53:30,SD,50.251550720340305,
4,./instructions/inst_prac_2/Slide9.png,right,5.674388519000786,81.51701655199577,87.19140507099655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,150490,22,Female,1,2024/03/27_08:53:30,SD,50.251550720340305,
5,./instructions/inst_prac_2/Slide10.png,right,2.0983586750007817,87.24501724499714,89.34337591999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,150490,22,Female,1,2024/03/27_08:53:30,SD,50.251550720340305,
6,./instructions/inst_prac_2/Slide11.png,right,3.4383770569984335,89.37714377099473,92.81552082799317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,150490,22,Female,1,2024/03/27_08:53:30,SD,50.251550720340305,
7,./instructions/inst_prac_2/Slide12.png,right,5.358924395994109,92.84856848799973,98.20749288399384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,150490,22,Female,1,2024/03/27_08:53:30,SD,50.251550720340305,
