Instruction,Stimulus,Key,RT,START,END,Phase,Block,TrialN,NbackLevel,ISI,LetterN,Letter,Letter_isSame,Letter_Resp,Letter_RT,Letter_Accuracy,Letter_Timeout,Trial_A_measure,Trial_HR,Trial_FAR,Trial_CDR,Trial_MSR,Trial_ACC,Trial_RT,Trial_HitsCount,Trial_FAsCount,Trial_SameNoRespCount,Trial_DiffNoRespCount,Trial_NoRespCount,Trial_CDsCount,Trial_CorrectRespCount,Trial_SameLetterCount,Trial_DiffLetterCount,Trial_InvalidLetterCount,TrialCountCali,CaliEnd_A_measure,ISI_calibrated,Run,TrialIndex,TrialNumber_total,TrialNumber_valid,CueLearning,TrialDemandLearning,CueMapping,OnlineRating,OnlineRatingRT,OnlineRatingTimeOut,CueSTART,RatingSTART,OfflineRatingTimePoint,OfflineRatingQuesIndex,CueFigure,TrialDemand,OfflineRating,OfflineRatingRT,CueStart,OfflineRatingStart,PhaseType,CueLeft,CueDemandLeft,CueRight,CueDemandRight,Choice,ChoiceDemand,TaskDemand,ChoiceRT,ChoiceTimeOut,ChoiceSTART,CueCheck,CueDemandCheck,CorrectAnswer,Answer,AnswerDemand,AnswerRT,AnswerACC,AnswerTimeOut,CheckSTART,DemandRatingQuesIndex,QuesTLX,DemandLevel,DemandRating,DemandRatingRT,QuesStart,PID,SONA,Age,Gender,Run,TIME,EXPERIMENTER,frameRate
-1,./instructions/inst_begin/Slide2.png,left,25.62923327,1.71019339,27.33942666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,152005,21,Female,1,2024/02/14_12:13:15,SD,59.98725138
0,./instructions/inst_begin/Slide4.png,right,17.35846338,27.42894651,44.78740988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,152005,21,Female,1,2024/02/14_12:13:15,SD,59.98725138
1,./instructions/inst_begin/Slide2.png,right,4.938923437,44.83224198,49.77116542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,152005,21,Female,1,2024/02/14_12:13:15,SD,59.98725138
2,./instructions/inst_begin/Slide3.png,right,8.005470202,49.84582512,57.85129532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,152005,21,Female,1,2024/02/14_12:13:15,SD,59.98725138
3,./instructions/inst_begin/Slide4.png,right,13.16701619,57.89207125,71.05908743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,152005,21,Female,1,2024/02/14_12:13:15,SD,59.98725138
1,./instructions/inst_prac_2/Slide6.png,right,18.70729655,71.16816229,89.87545885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,152005,21,Female,1,2024/02/14_12:13:15,SD,59.98725138
2,./instructions/inst_prac_2/Slide7.png,right,35.44503911,89.94229522,125.3873343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,152005,21,Female,1,2024/02/14_12:13:15,SD,59.98725138
3,./instructions/inst_prac_2/Slide8.png,right,36.09863146,125.4407313,161.5393627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,152005,21,Female,1,2024/02/14_12:13:15,SD,59.98725138
4,./instructions/inst_prac_2/Slide9.png,right,5.931336352,161.5997252,167.5310616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,152005,21,Female,1,2024/02/14_12:13:15,SD,59.98725138
5,./instructions/inst_prac_2/Slide10.png,right,5.152126119,167.6029434,172.7550695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,152005,21,Female,1,2024/02/14_12:13:15,SD,59.98725138
6,./instructions/inst_prac_2/Slide11.png,right,1.40147255,172.8177268,174.2191993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,152005,21,Female,1,2024/02/14_12:13:15,SD,59.98725138
7,./instructions/inst_prac_2/Slide12.png,right,3.066712253,174.3204104,177.3871227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,152005,21,Female,1,2024/02/14_12:13:15,SD,59.98725138
8,./instructions/inst_prac_2/Slide13.png,right,2.139855845,177.4553828,179.5952387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,152005,21,Female,1,2024/02/14_12:13:15,SD,59.98725138
9,./instructions/inst_prac_2/Slide14.png,right,18.10793614,179.647347,197.7552832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,152005,21,Female,1,2024/02/14_12:13:15,SD,59.98725138
10,./instructions/inst_prac_2/Slide15.png,right,27.10374484,197.8195188,224.9232636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,152005,21,Female,1,2024/02/14_12:13:15,SD,59.98725138
,,,,,,practice,0,14,2,2583,1,J,0,right,3.205058506,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,152005,21,Female,1,2024/02/14_12:13:15,SD,59.98725138
,,,,,,practice,0,14,2,2583,2,C,0,right,1.246477772,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,152005,21,Female,1,2024/02/14_12:13:15,SD,59.98725138
,,,,,,practice,0,14,2,2583,3,J,1,left,0.681115071,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,152005,21,Female,1,2024/02/14_12:13:15,SD,59.98725138
,,,,,,practice,0,14,2,2583,4,C,1,left,1.472301471,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,152005,21,Female,1,2024/02/14_12:13:15,SD,59.98725138
,,,,,,practice,0,14,2,2583,5,S,0,right,0.913432213,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,152005,21,Female,1,2024/02/14_12:13:15,SD,59.98725138
,,,,,,practice,0,14,2,2583,6,F,0,right,0.607536652,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,152005,21,Female,1,2024/02/14_12:13:15,SD,59.98725138
