Instruction,Stimulus,Key,RT,START,END,Phase,Block,TrialN,NbackLevel,ISI,LetterN,Letter,Letter_isSame,Letter_Resp,Letter_RT,Letter_Accuracy,Letter_Timeout,Trial_A_measure,Trial_HR,Trial_FAR,Trial_CDR,Trial_MSR,Trial_ACC,Trial_RT,Trial_HitsCount,Trial_FAsCount,Trial_SameNoRespCount,Trial_DiffNoRespCount,Trial_NoRespCount,Trial_CDsCount,Trial_CorrectRespCount,Trial_SameLetterCount,Trial_DiffLetterCount,Trial_InvalidLetterCount,TrialCountCali,CaliEnd_A_measure,ISI_calibrated,Run,TrialIndex,TrialNumber_total,TrialNumber_valid,CueLearning,TrialDemandLearning,CueMapping,OnlineRating,OnlineRatingRT,OnlineRatingTimeOut,CueSTART,RatingSTART,OfflineRatingTimePoint,OfflineRatingQuesIndex,CueFigure,TrialDemand,OfflineRating,OfflineRatingRT,CueStart,OfflineRatingStart,PhaseType,CueLeft,CueDemandLeft,CueRight,CueDemandRight,Choice,ChoiceDemand,TaskDemand,ChoiceRT,ChoiceTimeOut,ChoiceSTART,CueCheck,CueDemandCheck,CorrectAnswer,Answer,AnswerDemand,AnswerRT,AnswerACC,AnswerTimeOut,CheckSTART,DemandRatingQuesIndex,QuesTLX,DemandLevel,DemandRating,DemandRatingRT,QuesStart,PID,SONA,Age,Gender,Run,TIME,EXPERIMENTER,frameRate,
1,./instructions/inst_begin/Slide2.png,right,20.623281028994825,0.12038197999936529,20.74366300899419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
2,./instructions/inst_begin/Slide3.png,right,9.321365515992511,20.782179926987737,30.10354544298025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
3,./instructions/inst_begin/Slide4.png,right,5.997159747988917,30.138454597996315,36.13561434598523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
1,./instructions/inst_prac_2/Slide6.png,right,17.688056404993404,36.17546819499694,53.86352459999034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
2,./instructions/inst_prac_2/Slide7.png,right,8.14971103699645,53.897969034005655,62.047680071002105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
3,./instructions/inst_prac_2/Slide8.png,right,5.9747836670139804,62.08087082798011,68.05565449499409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
4,./instructions/inst_prac_2/Slide9.png,right,5.544664090994047,68.08700565900654,73.63166975000058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
5,./instructions/inst_prac_2/Slide10.png,right,2.158047553006327,73.66558842599625,75.82363597900257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
6,./instructions/inst_prac_2/Slide11.png,right,1.9421201169898268,75.85756264900556,77.79968276599539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
7,./instructions/inst_prac_2/Slide12.png,right,1.5735658990161028,77.83416377098183,79.40772966999793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
8,./instructions/inst_prac_2/Slide13.png,right,1.3097795709909406,79.44175255700247,80.75153212799341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
7,./instructions/inst_prac_2/Slide14.png,left,2.422306867025327,80.78549636297976,83.20780323000508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
8,./instructions/inst_prac_2/Slide13.png,right,4.453621903987369,83.24191397399409,87.69553587798146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
9,./instructions/inst_prac_2/Slide14.png,right,9.669290093996096,87.73023235300207,97.39952244699816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
8,./instructions/inst_prac_2/Slide15.png,left,1.8462160719791427,97.43348474300001,99.27970081497915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
9,./instructions/inst_prac_2/Slide14.png,right,0.7486056839989033,99.30698069298523,100.05558637698414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
10,./instructions/inst_prac_2/Slide15.png,right,13.582113237003796,100.08949888098869,113.67161211799248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,practice,0,23,2,2583,1,S,0,right,2.4574030759977177,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,practice,0,23,2,2583,2,J,0,right,0.8913664439751301,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,practice,0,23,2,2583,3,S,1,left,0.9922543409920763,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,practice,0,23,2,2583,4,X,0,right,0.9864124490122776,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,practice,0,23,2,2583,5,Q,0,right,0.9582467599830125,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,practice,0,23,2,2583,6,X,1,left,1.136768052005209,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,practice,0,23,2,2583,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,1.2370751869942371,2,0,0,0,0,4,6,2,4,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
1,./instructions/inst_to_cali/Slide20.png,right,4.160408638010267,127.43913628498558,131.59954492299585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
1,./instructions/inst_cali/Slide22.png,right,7.085813201003475,131.64208015598706,138.72789335699053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,23,2,583,1,X,0,right,0.3085567490197718,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,23,2,583,2,Q,0,right,0.34067750300164334,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,23,2,583,3,S,0,right,0.448700811015442,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,23,2,583,4,F,0,right,0.5675454569864087,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,23,2,583,5,Q,0,right,0.3801560419960879,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,23,2,583,6,S,0,right,0.5778032579983119,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,23,2,583,7,Q,1,right,0.2535496090131346,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,23,2,583,8,S,1,left,0.624464481981704,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,23,2,583,9,C,0,right,0.23690082799294032,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,23,2,583,10,N,0,left,0.23613330398802646,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,23,2,583,11,J,0,right,0.1433555280091241,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,23,2,583,12,C,0,right,0.20940615300787613,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,23,2,583,13,J,1,right,0.2742139269830659,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,23,2,583,14,C,1,right,0.34561762801604345,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,23,2,583,15,X,0,right,0.6552614420070313,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,23,2,583,,,,,,,,0.6988636363636364,0.25,0.09090909090909091,0.9090909090909091,0.0,0.9090909090909091,0.3734895147344408,1,1,0,0,0,10,11,4,11,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,Calibration,0,,2,583,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,29,2,679,1,N,0,right,0.39447555199149065,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,29,2,679,2,S,0,right,0.24997344400617294,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,29,2,679,3,J,0,right,0.2798920210043434,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,29,2,679,4,S,1,left,0.4262959539773874,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,29,2,679,5,J,1,right,0.2468185920151882,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,29,2,679,6,N,0,right,0.44460544901085086,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,29,2,679,7,X,0,right,0.32459861401002854,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,29,2,679,8,S,0,right,0.25748482599738054,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,29,2,679,9,Q,0,right,0.37395035999361426,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,29,2,679,10,N,0,right,0.4727065340266563,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
,,,,,,calibration,0,29,2,679,11,C,0,right,0.6956753609993029,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,152152,23,Female,1,2024/02/27_10:59:33,YZ,None,
