Instruction,Stimulus,Key,RT,START,END,Phase,Block,TrialN,NbackLevel,ISI,LetterN,Letter,Letter_isSame,Letter_Resp,Letter_RT,Letter_Accuracy,Letter_Timeout,Trial_A_measure,Trial_HR,Trial_FAR,Trial_CDR,Trial_MSR,Trial_ACC,Trial_RT,Trial_HitsCount,Trial_FAsCount,Trial_SameNoRespCount,Trial_DiffNoRespCount,Trial_NoRespCount,Trial_CDsCount,Trial_CorrectRespCount,Trial_SameLetterCount,Trial_DiffLetterCount,Trial_InvalidLetterCount,TrialCountCali,CaliEnd_A_measure,ISI_calibrated,Run,TrialIndex,TrialNumber_total,TrialNumber_valid,CueLearning,TrialDemandLearning,CueMapping,OnlineRating,OnlineRatingRT,OnlineRatingTimeOut,CueSTART,RatingSTART,OfflineRatingTimePoint,OfflineRatingQuesIndex,CueFigure,TrialDemand,OfflineRating,OfflineRatingRT,CueStart,OfflineRatingStart,PhaseType,CueLeft,CueDemandLeft,CueRight,CueDemandRight,Choice,ChoiceDemand,TaskDemand,ChoiceRT,ChoiceTimeOut,ChoiceSTART,CueCheck,CueDemandCheck,CorrectAnswer,Answer,AnswerDemand,AnswerRT,AnswerACC,AnswerTimeOut,CheckSTART,DemandRatingQuesIndex,QuesTLX,DemandLevel,DemandRating,DemandRatingRT,QuesStart,PID,SONA,Age,Gender,Run,TIME,EXPERIMENTER,frameRate
1,./instructions/inst_begin/Slide2.png,right,45.94025719,0.600665333,46.54092252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,149005,22,Female,1,2024/02/09_12:46:08,JV,59.81815544
2,./instructions/inst_begin/Slide3.png,right,7.772617438,46.58404037,54.35665781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,149005,22,Female,1,2024/02/09_12:46:08,JV,59.81815544
3,./instructions/inst_begin/Slide4.png,right,5.27758833,54.4070983,59.68468663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,149005,22,Female,1,2024/02/09_12:46:08,JV,59.81815544
1,./instructions/inst_prac_2/Slide6.png,right,12.22757446,59.80101322,72.02858768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,149005,22,Female,1,2024/02/09_12:46:08,JV,59.81815544
2,./instructions/inst_prac_2/Slide7.png,right,11.60640136,72.0864067,83.69280806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,149005,22,Female,1,2024/02/09_12:46:08,JV,59.81815544
3,./instructions/inst_prac_2/Slide8.png,right,15.22925772,83.74347283,98.97273056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,149005,22,Female,1,2024/02/09_12:46:08,JV,59.81815544
4,./instructions/inst_prac_2/Slide9.png,right,4.678569734,99.02199222,103.7005619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,149005,22,Female,1,2024/02/09_12:46:08,JV,59.81815544
5,./instructions/inst_prac_2/Slide10.png,right,0.891684913,103.7531174,104.6448023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,149005,22,Female,1,2024/02/09_12:46:08,JV,59.81815544
6,./instructions/inst_prac_2/Slide11.png,right,1.354504772,104.7541138,106.1086185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,149005,22,Female,1,2024/02/09_12:46:08,JV,59.81815544
7,./instructions/inst_prac_2/Slide12.png,right,0.564693454,106.1999399,106.7646333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,149005,22,Female,1,2024/02/09_12:46:08,JV,59.81815544
