Instruction,Stimulus,Key,RT,START,END,Phase,Block,TrialN,NbackLevel,ISI,LetterN,Letter,Letter_isSame,Letter_Resp,Letter_RT,Letter_Accuracy,Letter_Timeout,Trial_A_measure,Trial_HR,Trial_FAR,Trial_CDR,Trial_MSR,Trial_ACC,Trial_RT,Trial_HitsCount,Trial_FAsCount,Trial_SameNoRespCount,Trial_DiffNoRespCount,Trial_NoRespCount,Trial_CDsCount,Trial_CorrectRespCount,Trial_SameLetterCount,Trial_DiffLetterCount,Trial_InvalidLetterCount,TrialCountCali,CaliEnd_A_measure,ISI_calibrated,Run,TrialIndex,TrialNumber_total,TrialNumber_valid,CueLearning,TrialDemandLearning,CueMapping,OnlineRating,OnlineRatingRT,OnlineRatingTimeOut,CueSTART,RatingSTART,OfflineRatingTimePoint,OfflineRatingQuesIndex,CueFigure,TrialDemand,OfflineRating,OfflineRatingRT,CueStart,OfflineRatingStart,PhaseType,CueLeft,CueDemandLeft,CueRight,CueDemandRight,Choice,ChoiceDemand,TaskDemand,ChoiceRT,ChoiceTimeOut,ChoiceSTART,CueCheck,CueDemandCheck,CorrectAnswer,Answer,AnswerDemand,AnswerRT,AnswerACC,AnswerTimeOut,CheckSTART,DemandRatingQuesIndex,QuesTLX,DemandLevel,DemandRating,DemandRatingRT,QuesStart,PID,SONA,Age,Gender,Run,TIME,EXPERIMENTER,frameRate,
1,./instructions/inst_begin/Slide2.png,right,16.11763657499978,0.19157504999930097,16.30921162499908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,152161,19,Female,1,2024/02/12_10:15:55,SD,60.15309612595908,
2,./instructions/inst_begin/Slide3.png,right,19.705120731001443,16.356099815999187,36.06122054700063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,152161,19,Female,1,2024/02/12_10:15:55,SD,60.15309612595908,
3,./instructions/inst_begin/Slide4.png,right,19.661035491000803,36.096376507999594,55.7574119990004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,152161,19,Female,1,2024/02/12_10:15:55,SD,60.15309612595908,
1,./instructions/inst_prac_2/Slide6.png,right,15.372355153000171,55.80897118400026,71.18132633700043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,152161,19,Female,1,2024/02/12_10:15:55,SD,60.15309612595908,
2,./instructions/inst_prac_2/Slide7.png,right,10.985015285001282,71.22826750999957,82.21328279500085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,152161,19,Female,1,2024/02/12_10:15:55,SD,60.15309612595908,
1,./instructions/inst_prac_2/Slide8.png,left,8.452807762998418,82.26462593600081,90.71743369899923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,152161,19,Female,1,2024/02/12_10:15:55,SD,60.15309612595908,
0,./instructions/inst_prac_2/Slide7.png,left,2.0525537459998304,90.75269851499979,92.80525226099962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,152161,19,Female,1,2024/02/12_10:15:55,SD,60.15309612595908,
1,./instructions/inst_prac_2/Slide6.png,right,1.0198175229998014,92.84115196499988,93.86096948799968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,152161,19,Female,1,2024/02/12_10:15:55,SD,60.15309612595908,
2,./instructions/inst_prac_2/Slide7.png,right,1.0212267619990598,93.88798903600036,94.90921579799942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,152161,19,Female,1,2024/02/12_10:15:55,SD,60.15309612595908,
3,./instructions/inst_prac_2/Slide8.png,right,0.5729663689999143,94.94416196900056,95.51712833800048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,152161,19,Female,1,2024/02/12_10:15:55,SD,60.15309612595908,
