Instruction,Stimulus,Key,RT,START,END,Phase,Block,TrialN,NbackLevel,ISI,LetterN,Letter,Letter_isSame,Letter_Resp,Letter_RT,Letter_Accuracy,Letter_Timeout,Trial_A_measure,Trial_HR,Trial_FAR,Trial_CDR,Trial_MSR,Trial_ACC,Trial_RT,Trial_HitsCount,Trial_FAsCount,Trial_SameNoRespCount,Trial_DiffNoRespCount,Trial_NoRespCount,Trial_CDsCount,Trial_CorrectRespCount,Trial_SameLetterCount,Trial_DiffLetterCount,Trial_InvalidLetterCount,TrialCountCali,CaliEnd_A_measure,ISI_calibrated,Run,TrialIndex,TrialNumber_total,TrialNumber_valid,CueLearning,TrialDemandLearning,CueMapping,OnlineRating,OnlineRatingRT,OnlineRatingTimeOut,CueSTART,RatingSTART,OfflineRatingTimePoint,OfflineRatingQuesIndex,CueFigure,TrialDemand,OfflineRating,OfflineRatingRT,CueStart,OfflineRatingStart,PhaseType,CueLeft,CueDemandLeft,CueRight,CueDemandRight,Choice,ChoiceDemand,TaskDemand,ChoiceRT,ChoiceTimeOut,ChoiceSTART,CueCheck,CueDemandCheck,CorrectAnswer,Answer,AnswerDemand,AnswerRT,AnswerACC,AnswerTimeOut,CheckSTART,DemandRatingQuesIndex,QuesTLX,DemandLevel,DemandRating,DemandRatingRT,QuesStart,PID,SONA,Age,Gender,Run,TIME,EXPERIMENTER,frameRate
-1,./instructions/inst_begin/Slide2.png,left,29.58073857,0.519130506,30.09986908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
-2,./instructions/inst_begin/Slide4.png,left,7.69823922,30.16946267,37.86770189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
-3,./instructions/inst_begin/Slide3.png,left,4.561116815,37.91457798,42.47569479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
1,./instructions/inst_prac_2/Slide6.png,right,1.138977706,42.53638843,43.67536614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
0,./instructions/inst_prac_2/Slide7.png,left,1.603218005,43.80832319,45.41154119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
1,./instructions/inst_prac_2/Slide6.png,right,7.580863397,45.44665413,53.02751753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
2,./instructions/inst_prac_2/Slide7.png,right,4.142514852,53.06081467,57.20332952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
3,./instructions/inst_prac_2/Slide8.png,right,4.308496275,57.24712532,61.5556216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
4,./instructions/inst_prac_2/Slide9.png,right,3.516798683,61.60665787,65.12345656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
5,./instructions/inst_prac_2/Slide10.png,right,1.239897632,65.17971226,66.41960989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
6,./instructions/inst_prac_2/Slide11.png,right,0.677976378,66.46161414,67.13959051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
7,./instructions/inst_prac_2/Slide12.png,right,0.551713574,67.23579925,67.78751282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
8,./instructions/inst_prac_2/Slide13.png,right,0.926117504,67.86927963,68.79539713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
9,./instructions/inst_prac_2/Slide14.png,right,4.422029779,68.86940422,73.29143399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
8,./instructions/inst_prac_2/Slide15.png,left,21.77539635,73.34836811,95.12376446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
9,./instructions/inst_prac_2/Slide14.png,right,0.390895731,95.15702432,95.54792005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
10,./instructions/inst_prac_2/Slide15.png,right,0.836637646,95.58290389,96.41954154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
,,,,,,practice,0,21,2,2583,1,S,0,right,2.084499106,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
,,,,,,practice,0,21,2,2583,2,V,0,right,1.102417457,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
,,,,,,practice,0,21,2,2583,3,N,0,right,2.797571076,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
,,,,,,practice,0,21,2,2583,4,V,1,left,0.807397898,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
,,,,,,practice,0,21,2,2583,5,N,1,left,0.86604344,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
,,,,,,practice,0,21,2,2583,6,S,0,right,0.925374266,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
,,,,,,practice,0,21,2,2583,,,,,,,,1,1,0,1,0,1,1.430550541,2,0,0,0,0,4,6,2,4,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
1,./instructions/inst_to_cali/Slide20.png,right,3.8042945,111.463073,115.2673675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
1,./instructions/inst_cali/Slide22.png,right,4.634747028,115.3212813,119.9560283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
,,,,,,calibration,0,6,2,583,1,J,0,right,1.161870921,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
,,,,,,calibration,0,6,2,583,2,S,0,right,nan,0,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
,,,,,,calibration,0,6,2,583,3,C,0,right,nan,0,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
,,,,,,calibration,0,6,2,583,4,J,0,right,0.96188104,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
,,,,,,calibration,0,6,2,583,5,N,0,right,1.325280415,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
,,,,,,calibration,0,6,2,583,6,J,1,left,0.877022043,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,151321,19,Female,1,2024/02/09_08:48:31,YZ,59.89850928
