Instruction,Stimulus,Key,RT,START,END,Phase,Block,TrialN,NbackLevel,ISI,LetterN,Letter,Letter_isSame,Letter_Resp,Letter_RT,Letter_Accuracy,Letter_Timeout,Trial_A_measure,Trial_HR,Trial_FAR,Trial_CDR,Trial_MSR,Trial_ACC,Trial_RT,Trial_HitsCount,Trial_FAsCount,Trial_SameNoRespCount,Trial_DiffNoRespCount,Trial_NoRespCount,Trial_CDsCount,Trial_CorrectRespCount,Trial_SameLetterCount,Trial_DiffLetterCount,Trial_InvalidLetterCount,TrialCountCali,CaliEnd_A_measure,ISI_calibrated,Run,TrialIndex,TrialNumber_total,TrialNumber_valid,CueLearning,TrialDemandLearning,CueMapping,OnlineRating,OnlineRatingRT,OnlineRatingTimeOut,CueSTART,RatingSTART,OfflineRatingTimePoint,OfflineRatingQuesIndex,CueFigure,TrialDemand,OfflineRating,OfflineRatingRT,CueStart,OfflineRatingStart,PhaseType,CueLeft,CueDemandLeft,CueRight,CueDemandRight,Choice,ChoiceDemand,TaskDemand,ChoiceRT,ChoiceTimeOut,ChoiceSTART,CueCheck,CueDemandCheck,CorrectAnswer,Answer,AnswerDemand,AnswerRT,AnswerACC,AnswerTimeOut,CheckSTART,DemandRatingQuesIndex,QuesTLX,DemandLevel,DemandRating,DemandRatingRT,QuesStart,PID,SONA,Age,Gender,Run,TIME,EXPERIMENTER,frameRate
-1,./instructions/inst_begin/Slide2.png,left,25.55809996,0.123522008,25.68162197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
-2,./instructions/inst_begin/Slide4.png,left,8.762315919,25.7113612,34.47367712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
-3,./instructions/inst_begin/Slide3.png,left,9.343284449,34.49828179,43.84156624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
-1,./instructions/inst_prac_2/Slide6.png,left,8.940748285,43.86874142,52.80948971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
-2,./instructions/inst_prac_2/Slide15.png,left,21.02538059,52.8322221,73.85760269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
-3,./instructions/inst_prac_2/Slide14.png,left,2.444469876,73.88505617,76.32952605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
-2,./instructions/inst_prac_2/Slide13.png,right,4.329249619,76.35218371,80.68143332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
-3,./instructions/inst_prac_2/Slide14.png,left,6.110284709,80.70735843,86.81764314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
-2,./instructions/inst_prac_2/Slide13.png,right,1.693244014,86.84411,88.53735402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
-1,./instructions/inst_prac_2/Slide14.png,right,1.582573658,88.56291174,90.1454854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
-2,./instructions/inst_prac_2/Slide15.png,left,3.914799586,90.17464376,94.08944335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
-3,./instructions/inst_prac_2/Slide14.png,left,2.385552744,94.11211536,96.4976681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
-4,./instructions/inst_prac_2/Slide13.png,left,4.281310651,96.52008844,100.8013991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
-5,./instructions/inst_prac_2/Slide12.png,left,1.697016261,100.8245271,102.5215434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
-6,./instructions/inst_prac_2/Slide11.png,left,1.106155389,102.5434823,103.6496377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
-7,./instructions/inst_prac_2/Slide10.png,left,1.609025989,103.6723431,105.281369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
-8,./instructions/inst_prac_2/Slide9.png,left,6.049904902,105.3037037,111.3536086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
-9,./instructions/inst_prac_2/Slide8.png,left,21.80930291,111.3763012,133.1856042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
-10,./instructions/inst_prac_2/Slide7.png,left,12.98183512,133.211838,146.1936731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
,,,,,,practice,0,19,2,2583,1,C,0,left,6.522001973,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
,,,,,,practice,0,19,2,2583,2,N,0,right,1.867496826,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
,,,,,,practice,0,19,2,2583,3,C,1,left,1.372041542,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
,,,,,,practice,0,19,2,2583,4,N,1,right,2.00791886,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
,,,,,,practice,0,19,2,2583,5,S,0,left,2.790062599,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
,,,,,,practice,0,19,2,2583,6,Q,0,left,1.130093127,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
,,,,,,practice,0,19,2,2583,,,,,,,,0.0625,0.5,0.75,0.25,0,0.25,2.614935821,1,3,0,0,0,1,2,2,4,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
-1,./instructions/inst_redo_2/Slide18.png,left,16.93202084,170.3095648,187.2415856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
,,,,,,practice,0,4,2,2583,1,J,0,right,2.582385723,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
,,,,,,practice,0,4,2,2583,2,C,0,left,1.557573132,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
,,,,,,practice,0,4,2,2583,3,J,1,left,1.660316753,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
,,,,,,practice,0,4,2,2583,4,C,1,right,1.936656104,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
,,,,,,practice,0,4,2,2583,5,X,0,left,1.274448229,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
,,,,,,practice,0,4,2,2583,6,S,0,left,1.231037204,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
,,,,,,practice,0,4,2,2583,,,,,,,,0.0625,0.5,0.75,0.25,0,0.25,1.707069524,1,3,0,0,0,1,2,2,4,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_09:55:42,YZ,None
