Instruction,Stimulus,Key,RT,START,END,Phase,Block,TrialN,NbackLevel,ISI,LetterN,Letter,Letter_isSame,Letter_Resp,Letter_RT,Letter_Accuracy,Letter_Timeout,Trial_A_measure,Trial_HR,Trial_FAR,Trial_CDR,Trial_MSR,Trial_ACC,Trial_RT,Trial_HitsCount,Trial_FAsCount,Trial_SameNoRespCount,Trial_DiffNoRespCount,Trial_NoRespCount,Trial_CDsCount,Trial_CorrectRespCount,Trial_SameLetterCount,Trial_DiffLetterCount,Trial_InvalidLetterCount,TrialCountCali,CaliEnd_A_measure,ISI_calibrated,Run,TrialIndex,TrialNumber_total,TrialNumber_valid,CueLearning,TrialDemandLearning,CueMapping,OnlineRating,OnlineRatingRT,OnlineRatingTimeOut,CueSTART,RatingSTART,OfflineRatingTimePoint,OfflineRatingQuesIndex,CueFigure,TrialDemand,OfflineRating,OfflineRatingRT,CueStart,OfflineRatingStart,PhaseType,CueLeft,CueDemandLeft,CueRight,CueDemandRight,Choice,ChoiceDemand,TaskDemand,ChoiceRT,ChoiceTimeOut,ChoiceSTART,CueCheck,CueDemandCheck,CorrectAnswer,Answer,AnswerDemand,AnswerRT,AnswerACC,AnswerTimeOut,CheckSTART,DemandRatingQuesIndex,QuesTLX,DemandLevel,DemandRating,DemandRatingRT,QuesStart,PID,SONA,Age,Gender,Run,TIME,EXPERIMENTER,frameRate,
1,./instructions/inst_begin/Slide2.png,right,23.81210480100708,0.20092740099062212,24.013032201997703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,159535,23,Female,1,2024/03/13_10:20:35,YZ,None,
2,./instructions/inst_begin/Slide3.png,right,9.098067626997363,24.05103958399559,33.14910721099295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,159535,23,Female,1,2024/03/13_10:20:35,YZ,None,
3,./instructions/inst_begin/Slide4.png,right,7.19629343599081,33.17693470099766,40.37322813698847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,159535,23,Female,1,2024/03/13_10:20:35,YZ,None,
1,./instructions/inst_prac_2/Slide6.png,right,10.134633099994971,40.42239774799964,50.55703084799461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,159535,23,Female,1,2024/03/13_10:20:35,YZ,None,
2,./instructions/inst_prac_2/Slide7.png,right,15.129847762000281,50.587255136997555,65.71710289899784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,159535,23,Female,1,2024/03/13_10:20:35,YZ,None,
3,./instructions/inst_prac_2/Slide8.png,right,12.72154933999991,65.74759348799125,78.46914282799116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,159535,23,Female,1,2024/03/13_10:20:35,YZ,None,
4,./instructions/inst_prac_2/Slide9.png,right,8.137824059987906,78.49933753500227,86.63716159499018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,159535,23,Female,1,2024/03/13_10:20:35,YZ,None,
5,./instructions/inst_prac_2/Slide10.png,right,1.7945979030046146,86.67440408999391,88.46900199299853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,159535,23,Female,1,2024/03/13_10:20:35,YZ,None,
6,./instructions/inst_prac_2/Slide11.png,right,1.7213956600025995,88.49963611699059,90.22103177699319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,159535,23,Female,1,2024/03/13_10:20:35,YZ,None,
7,./instructions/inst_prac_2/Slide12.png,right,1.425849841994932,90.25121612400108,91.67706596599601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,159535,23,Female,1,2024/03/13_10:20:35,YZ,None,
