Instruction,Stimulus,Key,RT,START,END,Phase,Block,TrialN,NbackLevel,ISI,LetterN,Letter,Letter_isSame,Letter_Resp,Letter_RT,Letter_Accuracy,Letter_Timeout,Trial_A_measure,Trial_HR,Trial_FAR,Trial_CDR,Trial_MSR,Trial_ACC,Trial_RT,Trial_HitsCount,Trial_FAsCount,Trial_SameNoRespCount,Trial_DiffNoRespCount,Trial_NoRespCount,Trial_CDsCount,Trial_CorrectRespCount,Trial_SameLetterCount,Trial_DiffLetterCount,Trial_InvalidLetterCount,TrialCountCali,CaliEnd_A_measure,ISI_calibrated,Run,TrialIndex,TrialNumber_total,TrialNumber_valid,CueLearning,TrialDemandLearning,CueMapping,OnlineRating,OnlineRatingRT,OnlineRatingTimeOut,CueSTART,RatingSTART,OfflineRatingTimePoint,OfflineRatingQuesIndex,CueFigure,TrialDemand,OfflineRating,OfflineRatingRT,CueStart,OfflineRatingStart,PhaseType,CueLeft,CueDemandLeft,CueRight,CueDemandRight,Choice,ChoiceDemand,TaskDemand,ChoiceRT,ChoiceTimeOut,ChoiceSTART,CueCheck,CueDemandCheck,CorrectAnswer,Answer,AnswerDemand,AnswerRT,AnswerACC,AnswerTimeOut,CheckSTART,DemandRatingQuesIndex,QuesTLX,DemandLevel,DemandRating,DemandRatingRT,QuesStart,PID,SONA,Age,Gender,Run,TIME,EXPERIMENTER,frameRate,
-1,./instructions/inst_begin/Slide2.png,left,54.06709411900374,0.14941788400756195,54.2165120030113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,152404,22,Female,1,2024/03/18_08:44:28,YZ,None,
0,./instructions/inst_begin/Slide4.png,right,9.040812256978825,54.25552487501409,63.296337131992914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,152404,22,Female,1,2024/03/18_08:44:28,YZ,None,
1,./instructions/inst_begin/Slide2.png,right,2.6503779900085647,63.32583423200413,65.97621222201269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,152404,22,Female,1,2024/03/18_08:44:28,YZ,None,
2,./instructions/inst_begin/Slide3.png,right,15.824201062991051,66.02405397500843,81.84825503799948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,152404,22,Female,1,2024/03/18_08:44:28,YZ,None,
3,./instructions/inst_begin/Slide4.png,right,8.204623127996456,81.87582891099737,90.08045203899383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,152404,22,Female,1,2024/03/18_08:44:28,YZ,None,
1,./instructions/inst_prac_2/Slide6.png,right,38.68371288201888,90.11670749899349,128.80042038101237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,152404,22,Female,1,2024/03/18_08:44:28,YZ,None,
2,./instructions/inst_prac_2/Slide7.png,right,17.254056250007125,128.85044579900568,146.1045020490128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,152404,22,Female,1,2024/03/18_08:44:28,YZ,None,
3,./instructions/inst_prac_2/Slide8.png,right,12.824607048998587,146.15190846798941,158.976515516988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,152404,22,Female,1,2024/03/18_08:44:28,YZ,None,
4,./instructions/inst_prac_2/Slide9.png,right,7.335485821007751,159.0167109000031,166.35219672101084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,152404,22,Female,1,2024/03/18_08:44:28,YZ,None,
5,./instructions/inst_prac_2/Slide10.png,right,2.918746243987698,166.3935843690124,169.31233061300009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,152404,22,Female,1,2024/03/18_08:44:28,YZ,None,
